GENERIC NAME,DrugBank,KEGG,PubChem,Drugs.com
Cyclizine,https://www.drugbank.ca/drugs/DB01176,http://www.genome.jp/dbget-bin/www_bget?dr:D03621,https://pubchem.ncbi.nlm.nih.gov/substance/46506232#section=Top,http://www.drugs.com/cdi/cyclizine.html
Idarubicin,https://www.drugbank.ca/drugs/DB01177,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506973#section=Top,http://www.drugs.com/cdi/idarubicin.html
Chlormezanone,https://www.drugbank.ca/drugs/DB01178,http://www.genome.jp/dbget-bin/www_bget?dr:D00268,https://pubchem.ncbi.nlm.nih.gov/substance/46505352#section=Top,
Podofilox,https://www.drugbank.ca/drugs/DB01179,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/podofilox-gel.html
Rescinnamine,https://www.drugbank.ca/drugs/DB01180,http://www.genome.jp/dbget-bin/www_bget?dr:D00198,https://pubchem.ncbi.nlm.nih.gov/substance/46507786#section=Top,
Ifosfamide,https://www.drugbank.ca/drugs/DB01181,http://www.genome.jp/dbget-bin/www_bget?dr:D00343,https://pubchem.ncbi.nlm.nih.gov/substance/46508335#section=Top,http://www.drugs.com/cdi/ifosfamide-solution.html
Propafenone,https://www.drugbank.ca/drugs/DB01182,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504529#section=Top,http://www.drugs.com/cdi/propafenone.html
Naloxone,https://www.drugbank.ca/drugs/DB01183,http://www.genome.jp/dbget-bin/www_bget?dr:D08249,https://pubchem.ncbi.nlm.nih.gov/substance/46508816#section=Top,http://www.drugs.com/cdi/naloxone.html
Domperidone,https://www.drugbank.ca/drugs/DB01184,http://www.genome.jp/dbget-bin/www_bget?dr:D01745,https://pubchem.ncbi.nlm.nih.gov/substance/46508314#section=Top,
Fluoxymesterone,https://www.drugbank.ca/drugs/DB01185,http://www.genome.jp/dbget-bin/www_bget?dr:D00327,https://pubchem.ncbi.nlm.nih.gov/substance/46508867#section=Top,http://www.drugs.com/cdi/fluoxymesterone.html
Pergolide,https://www.drugbank.ca/drugs/DB01186,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507604#section=Top,http://www.drugs.com/cdi/pergolide-mesylate.html
Iophendylate,https://www.drugbank.ca/drugs/DB01187,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508391#section=Top,
Ciclopirox,https://www.drugbank.ca/drugs/DB01188,http://www.genome.jp/dbget-bin/www_bget?dr:D01364,https://pubchem.ncbi.nlm.nih.gov/substance/46506333#section=Top,http://www.drugs.com/cdi/ciclopirox-cream.html
Desflurane,https://www.drugbank.ca/drugs/DB01189,http://www.genome.jp/dbget-bin/www_bget?dr:D00546,https://pubchem.ncbi.nlm.nih.gov/substance/46505270#section=Top,http://www.drugs.com/cons/desflurane-inhalation-oral-nebulization.html
Clindamycin,https://www.drugbank.ca/drugs/DB01190,http://www.genome.jp/dbget-bin/www_bget?dr:D00277,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/clindamycin.html
Dexfenfluramine,https://www.drugbank.ca/drugs/DB01191,http://www.genome.jp/dbget-bin/www_bget?dr:D07805,https://pubchem.ncbi.nlm.nih.gov/substance/46508388#section=Top,
Oxymorphone,https://www.drugbank.ca/drugs/DB01192,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505296#section=Top,http://www.drugs.com/cdi/oxymorphone.html
Acebutolol,https://www.drugbank.ca/drugs/DB01193,http://www.genome.jp/dbget-bin/www_bget?dr:D02338,https://pubchem.ncbi.nlm.nih.gov/substance/46509113#section=Top,http://www.drugs.com/cdi/acebutolol.html
Brinzolamide,https://www.drugbank.ca/drugs/DB01194,http://www.genome.jp/dbget-bin/www_bget?dr:D00652,https://pubchem.ncbi.nlm.nih.gov/substance/46507071#section=Top,http://www.drugs.com/cdi/brinzolamide-drops.html
Flecainide,https://www.drugbank.ca/drugs/DB01195,http://www.genome.jp/dbget-bin/www_bget?dr:D07962,https://pubchem.ncbi.nlm.nih.gov/substance/46508078#section=Top,http://www.drugs.com/cdi/flecainide.html
Estramustine,https://www.drugbank.ca/drugs/DB01196,http://www.genome.jp/dbget-bin/www_bget?dr:D04066,https://pubchem.ncbi.nlm.nih.gov/substance/46508765#section=Top,http://www.drugs.com/cdi/estramustine.html
Captopril,https://www.drugbank.ca/drugs/DB01197,http://www.genome.jp/dbget-bin/www_bget?dr:D00251,https://pubchem.ncbi.nlm.nih.gov/substance/46506879#section=Top,http://www.drugs.com/captopril.html
Zopiclone,https://www.drugbank.ca/drugs/DB01198,http://www.genome.jp/dbget-bin/www_bget?dr:D01372,https://pubchem.ncbi.nlm.nih.gov/substance/46505233#section=Top,http://www.drugs.com/cdi/eszopiclone.html
Tubocurarine,https://www.drugbank.ca/drugs/DB01199,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505279#section=Top,
Bromocriptine,https://www.drugbank.ca/drugs/DB01200,http://www.genome.jp/dbget-bin/www_bget?dr:D03165,https://pubchem.ncbi.nlm.nih.gov/substance/46505504#section=Top,http://www.drugs.com/cdi/bromocriptine.html
Rifapentine,https://www.drugbank.ca/drugs/DB01201,http://www.genome.jp/dbget-bin/www_bget?dr:D00879,https://pubchem.ncbi.nlm.nih.gov/substance/46507322#section=Top,http://www.drugs.com/cdi/rifapentine.html
Levetiracetam,https://www.drugbank.ca/drugs/DB01202,http://www.genome.jp/dbget-bin/www_bget?dr:D00709,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/levetiracetam.html
Nadolol,https://www.drugbank.ca/drugs/DB01203,http://www.genome.jp/dbget-bin/www_bget?dr:D00432,https://pubchem.ncbi.nlm.nih.gov/substance/46505509#section=Top,http://www.drugs.com/cdi/nadolol.html
Mitoxantrone,https://www.drugbank.ca/drugs/DB01204,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504608#section=Top,http://www.drugs.com/cdi/mitoxantrone.html
Flumazenil,https://www.drugbank.ca/drugs/DB01205,http://www.genome.jp/dbget-bin/www_bget?dr:D00697,https://pubchem.ncbi.nlm.nih.gov/substance/46507438#section=Top,http://www.drugs.com/cdi/flumazenil.html
Lomustine,https://www.drugbank.ca/drugs/DB01206,http://www.genome.jp/dbget-bin/www_bget?dr:D00363,https://pubchem.ncbi.nlm.nih.gov/substance/46506562#section=Top,http://www.drugs.com/cdi/lomustine-ccnu.html
Ridogrel,https://www.drugbank.ca/drugs/DB01207,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506774#section=Top,
Sparfloxacin,https://www.drugbank.ca/drugs/DB01208,http://www.genome.jp/dbget-bin/www_bget?dr:D00590,https://pubchem.ncbi.nlm.nih.gov/substance/46506453#section=Top,http://www.drugs.com/mtm/sparfloxacin.html
Dezocine,https://www.drugbank.ca/drugs/DB01209,http://www.genome.jp/dbget-bin/www_bget?dr:D00838,https://pubchem.ncbi.nlm.nih.gov/substance/46508770#section=Top,
Levobunolol,https://www.drugbank.ca/drugs/DB01210,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507518#section=Top,http://www.drugs.com/cdi/levobunolol-drops.html
Clarithromycin,https://www.drugbank.ca/drugs/DB01211,http://www.genome.jp/dbget-bin/www_bget?dr:D00276,https://pubchem.ncbi.nlm.nih.gov/substance/46506489#section=Top,http://www.drugs.com/clarithromycin.html
Ceftriaxone,https://www.drugbank.ca/drugs/DB01212,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506458#section=Top,http://www.drugs.com/cdi/ceftriaxone.html
Fomepizole,https://www.drugbank.ca/drugs/DB01213,http://www.genome.jp/dbget-bin/www_bget?dr:D00707,https://pubchem.ncbi.nlm.nih.gov/substance/46508566#section=Top,http://www.drugs.com/mtm/fomepizole.html
Metipranolol,https://www.drugbank.ca/drugs/DB01214,http://www.genome.jp/dbget-bin/www_bget?dr:D02374,https://pubchem.ncbi.nlm.nih.gov/substance/46505935#section=Top,http://www.drugs.com/cdi/metipranolol-drops.html
Estazolam,https://www.drugbank.ca/drugs/DB01215,http://www.genome.jp/dbget-bin/www_bget?dr:D00311,https://pubchem.ncbi.nlm.nih.gov/substance/46507430#section=Top,http://www.drugs.com/cdi/estazolam.html
Finasteride,https://www.drugbank.ca/drugs/DB01216,http://www.genome.jp/dbget-bin/www_bget?dr:D00321,https://pubchem.ncbi.nlm.nih.gov/substance/46507645#section=Top,http://www.drugs.com/cdi/finasteride.html
Anastrozole,https://www.drugbank.ca/drugs/DB01217,http://www.genome.jp/dbget-bin/www_bget?dr:D00960,https://pubchem.ncbi.nlm.nih.gov/substance/46504987#section=Top,http://www.drugs.com/cdi/anastrozole.html
Halofantrine,https://www.drugbank.ca/drugs/DB01218,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506753#section=Top,http://www.drugs.com/cdi/halofantrine.html
Dantrolene,https://www.drugbank.ca/drugs/DB01219,http://www.genome.jp/dbget-bin/www_bget?dr:D02347,https://pubchem.ncbi.nlm.nih.gov/substance/46504976#section=Top,http://www.drugs.com/cdi/dantrolene.html
Rifaximin,https://www.drugbank.ca/drugs/DB01220,http://www.genome.jp/dbget-bin/www_bget?dr:D02554,https://pubchem.ncbi.nlm.nih.gov/substance/46508705#section=Top,http://www.drugs.com/cdi/rifaximin.html
Ketamine,https://www.drugbank.ca/drugs/DB01221,http://www.genome.jp/dbget-bin/www_bget?dr:D08098,https://pubchem.ncbi.nlm.nih.gov/substance/46508295#section=Top,http://www.drugs.com/cdi/ketamine.html
Budesonide,https://www.drugbank.ca/drugs/DB01222,http://www.genome.jp/dbget-bin/www_bget?dr:D00246,https://pubchem.ncbi.nlm.nih.gov/substance/46504869#section=Top,http://www.drugs.com/cdi/budesonide-spray.html
Aminophylline,https://www.drugbank.ca/drugs/DB01223,http://www.genome.jp/dbget-bin/www_bget?dr:D00227,https://pubchem.ncbi.nlm.nih.gov/substance/46508784#section=Top,http://www.drugs.com/cdi/aminophylline.html
Quetiapine,https://www.drugbank.ca/drugs/DB01224,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504800#section=Top,http://www.drugs.com/cdi/quetiapine.html
Mivacurium,https://www.drugbank.ca/drugs/DB01226,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505071#section=Top,
Levomethadyl Acetate,https://www.drugbank.ca/drugs/DB01227,http://www.genome.jp/dbget-bin/www_bget?dr:D04716,https://pubchem.ncbi.nlm.nih.gov/substance/46507749#section=Top,http://www.drugs.com/cons/levomethadyl.html
Encainide,https://www.drugbank.ca/drugs/DB01228,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504470#section=Top,
Paclitaxel,https://www.drugbank.ca/drugs/DB01229,http://www.genome.jp/dbget-bin/www_bget?dr:D00491,https://pubchem.ncbi.nlm.nih.gov/substance/46506910#section=Top,http://www.drugs.com/cdi/paclitaxel.html
Diphenidol,https://www.drugbank.ca/drugs/DB01231,http://www.genome.jp/dbget-bin/www_bget?dr:D03858,https://pubchem.ncbi.nlm.nih.gov/substance/46506486#section=Top,http://www.drugs.com/cons/diphenidol.html
Saquinavir,https://www.drugbank.ca/drugs/DB01232,http://www.genome.jp/dbget-bin/www_bget?dr:D00429,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/saquinavir.html
Metoclopramide,https://www.drugbank.ca/drugs/DB01233,http://www.genome.jp/dbget-bin/www_bget?dr:D00726,https://pubchem.ncbi.nlm.nih.gov/substance/46505631#section=Top,http://www.drugs.com/metoclopramide.html
Dexamethasone,https://www.drugbank.ca/drugs/DB01234,http://www.genome.jp/dbget-bin/www_bget?dr:D00292,https://pubchem.ncbi.nlm.nih.gov/substance/46508930#section=Top,http://www.drugs.com/cdi/dexamethasone-drops.html
Levodopa,https://www.drugbank.ca/drugs/DB01235,http://www.genome.jp/dbget-bin/www_bget?dr:D00059,https://pubchem.ncbi.nlm.nih.gov/substance/46508120#section=Top,http://www.drugs.com/mtm/levodopa.html
Sevoflurane,https://www.drugbank.ca/drugs/DB01236,http://www.genome.jp/dbget-bin/www_bget?dr:D00547,https://pubchem.ncbi.nlm.nih.gov/substance/46508591#section=Top,http://www.drugs.com/cdi/sevoflurane.html
Bromodiphenhydramine,https://www.drugbank.ca/drugs/DB01237,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506082#section=Top,
Aripiprazole,https://www.drugbank.ca/drugs/DB01238,http://www.genome.jp/dbget-bin/www_bget?dr:D01164,https://pubchem.ncbi.nlm.nih.gov/substance/46505745#section=Top,http://www.drugs.com/cdi/aripiprazole.html
Chlorprothixene,https://www.drugbank.ca/drugs/DB01239,http://www.genome.jp/dbget-bin/www_bget?dr:D00790,https://pubchem.ncbi.nlm.nih.gov/substance/46508957#section=Top,
Epoprostenol,https://www.drugbank.ca/drugs/DB01240,http://www.genome.jp/dbget-bin/www_bget?dr:D00106,https://pubchem.ncbi.nlm.nih.gov/substance/46507362#section=Top,http://www.drugs.com/cdi/epoprostenol.html
Gemfibrozil,https://www.drugbank.ca/drugs/DB01241,http://www.genome.jp/dbget-bin/www_bget?dr:D00334,https://pubchem.ncbi.nlm.nih.gov/substance/46508264#section=Top,http://www.drugs.com/gemfibrozil.html
Clomipramine,https://www.drugbank.ca/drugs/DB01242,http://www.genome.jp/dbget-bin/www_bget?dr:D00811,https://pubchem.ncbi.nlm.nih.gov/substance/46505157#section=Top,http://www.drugs.com/cdi/clomipramine.html
Chloroxine,https://www.drugbank.ca/drugs/DB01243,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508620#section=Top,http://www.drugs.com/cons/chloroxine-topical.html
Bepridil,https://www.drugbank.ca/drugs/DB01244,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506353#section=Top,http://www.drugs.com/mtm/bepridil.html
Decamethonium,https://www.drugbank.ca/drugs/DB01245,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507737#section=Top,
Alimemazine,https://www.drugbank.ca/drugs/DB01246,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508449#section=Top,
Isocarboxazid,https://www.drugbank.ca/drugs/DB01247,http://www.genome.jp/dbget-bin/www_bget?dr:D02580,https://pubchem.ncbi.nlm.nih.gov/substance/46505330#section=Top,http://www.drugs.com/cdi/isocarboxazid.html
Docetaxel,https://www.drugbank.ca/drugs/DB01248,http://www.genome.jp/dbget-bin/www_bget?dr:D02165,https://pubchem.ncbi.nlm.nih.gov/substance/46506766#section=Top,http://www.drugs.com/cdi/docetaxel.html
Iodixanol,https://www.drugbank.ca/drugs/DB01249,http://www.genome.jp/dbget-bin/www_bget?dr:D01474,https://pubchem.ncbi.nlm.nih.gov/substance/46504687#section=Top,http://www.drugs.com/mtm/iodixanol.html
Olsalazine,https://www.drugbank.ca/drugs/DB01250,http://www.genome.jp/dbget-bin/www_bget?dr:D00727,https://pubchem.ncbi.nlm.nih.gov/substance/46506356#section=Top,http://www.drugs.com/cdi/olsalazine.html
Gliquidone,https://www.drugbank.ca/drugs/DB01251,http://www.genome.jp/dbget-bin/www_bget?dr:D02430,https://pubchem.ncbi.nlm.nih.gov/substance/46508425#section=Top,
Mitiglinide,https://www.drugbank.ca/drugs/DB01252,http://www.genome.jp/dbget-bin/www_bget?dr:D01854,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Ergonovine,https://www.drugbank.ca/drugs/DB01253,http://www.genome.jp/dbget-bin/www_bget?dr:D07905,https://pubchem.ncbi.nlm.nih.gov/substance/46506922#section=Top,http://www.drugs.com/cdi/ergonovine.html
Dasatinib,https://www.drugbank.ca/drugs/DB01254,http://www.genome.jp/dbget-bin/www_bget?dr:D03658,https://pubchem.ncbi.nlm.nih.gov/substance/46505143#section=Top,http://www.drugs.com/cdi/dasatinib.html
Lisdexamfetamine,https://www.drugbank.ca/drugs/DB01255,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505358#section=Top,http://www.drugs.com/cdi/lisdexamfetamine.html
Retapamulin,https://www.drugbank.ca/drugs/DB01256,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/retapamulin-ointment.html
Lapatinib,https://www.drugbank.ca/drugs/DB01259,http://www.genome.jp/dbget-bin/www_bget?dr:D04024,https://pubchem.ncbi.nlm.nih.gov/substance/46507141#section=Top,http://www.drugs.com/cdi/lapatinib.html
Desonide,https://www.drugbank.ca/drugs/DB01260,http://www.genome.jp/dbget-bin/www_bget?dr:D03696,https://pubchem.ncbi.nlm.nih.gov/substance/46506186#section=Top,http://www.drugs.com/cdi/desonide-cream.html
Sitagliptin,https://www.drugbank.ca/drugs/DB01261,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505822#section=Top,http://www.drugs.com/cdi/sitagliptin.html
Decitabine,https://www.drugbank.ca/drugs/DB01262,http://www.genome.jp/dbget-bin/www_bget?dr:D03665,https://pubchem.ncbi.nlm.nih.gov/substance/46505657#section=Top,http://www.drugs.com/cdi/decitabine.html
Posaconazole,https://www.drugbank.ca/drugs/DB01263,http://www.genome.jp/dbget-bin/www_bget?dr:D02555,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/posaconazole-suspension.html
Darunavir,https://www.drugbank.ca/drugs/DB01264,http://www.genome.jp/dbget-bin/www_bget?dr:D03656,https://pubchem.ncbi.nlm.nih.gov/substance/46506908#section=Top,http://www.drugs.com/cdi/darunavir.html
Telbivudine,https://www.drugbank.ca/drugs/DB01265,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508706#section=Top,http://www.drugs.com/cdi/telbivudine.html
Paliperidone,https://www.drugbank.ca/drugs/DB01267,http://www.genome.jp/dbget-bin/www_bget?dr:D05339,https://pubchem.ncbi.nlm.nih.gov/substance/46506296#section=Top,http://www.drugs.com/cdi/paliperidone.html
Sunitinib,https://www.drugbank.ca/drugs/DB01268,http://www.genome.jp/dbget-bin/www_bget?dr:D06402,https://pubchem.ncbi.nlm.nih.gov/substance/46507140#section=Top,http://www.drugs.com/cdi/sunitinib.html
Varenicline,https://www.drugbank.ca/drugs/DB01273,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505502#section=Top,http://www.drugs.com/cdi/varenicline.html
Arformoterol,https://www.drugbank.ca/drugs/DB01274,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506392#section=Top,http://www.drugs.com/cdi/arformoterol.html
Hydralazine,https://www.drugbank.ca/drugs/DB01275,http://www.genome.jp/dbget-bin/www_bget?dr:D08044,https://pubchem.ncbi.nlm.nih.gov/substance/46507533#section=Top,http://www.drugs.com/cdi/hydralazine.html
Nelarabine,https://www.drugbank.ca/drugs/DB01280,http://www.genome.jp/dbget-bin/www_bget?dr:D05134,https://pubchem.ncbi.nlm.nih.gov/substance/46506325#section=Top,http://www.drugs.com/cdi/nelarabine.html
Carbetocin,https://www.drugbank.ca/drugs/DB01282,http://www.genome.jp/dbget-bin/www_bget?dr:D07229,https://pubchem.ncbi.nlm.nih.gov/substance/46509009#section=Top,
Lumiracoxib,https://www.drugbank.ca/drugs/DB01283,http://www.genome.jp/dbget-bin/www_bget?dr:D03714,https://pubchem.ncbi.nlm.nih.gov/substance/46506378#section=Top,
Fenoterol,https://www.drugbank.ca/drugs/DB01288,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46509099#section=Top,
Glisoxepide,https://www.drugbank.ca/drugs/DB01289,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508780#section=Top,
Pirbuterol,https://www.drugbank.ca/drugs/DB01291,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506379#section=Top,http://www.drugs.com/cdi/pirbuterol.html
Bevantolol,https://www.drugbank.ca/drugs/DB01295,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506014#section=Top,
Glucosamine,https://www.drugbank.ca/drugs/DB01296,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506420#section=Top,http://www.drugs.com/cdi/glucosamine.html
Practolol,https://www.drugbank.ca/drugs/DB01297,http://www.genome.jp/dbget-bin/www_bget?dr:D05587,https://pubchem.ncbi.nlm.nih.gov/substance/46507496#section=Top,
Sulfacytine,https://www.drugbank.ca/drugs/DB01298,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505483#section=Top,
Sulfadoxine,https://www.drugbank.ca/drugs/DB01299,http://www.genome.jp/dbget-bin/www_bget?dr:D00580,https://pubchem.ncbi.nlm.nih.gov/substance/46507915#section=Top,
Rolitetracycline,https://www.drugbank.ca/drugs/DB01301,http://www.genome.jp/dbget-bin/www_bget?dr:D02282,https://pubchem.ncbi.nlm.nih.gov/substance/46507805#section=Top,
Oxtriphylline,https://www.drugbank.ca/drugs/DB01303,http://www.genome.jp/dbget-bin/www_bget?dr:D02017,https://pubchem.ncbi.nlm.nih.gov/substance/46507376#section=Top,http://www.drugs.com/mtm/oxtriphylline.html
Fosamprenavir,https://www.drugbank.ca/drugs/DB01319,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504901#section=Top,http://www.drugs.com/cdi/fosamprenavir.html
Fosphenytoin,https://www.drugbank.ca/drugs/DB01320,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505168#section=Top,http://www.drugs.com/cdi/fosphenytoin.html
Josamycin,https://www.drugbank.ca/drugs/DB01321,http://www.genome.jp/dbget-bin/www_bget?dr:D01235,https://pubchem.ncbi.nlm.nih.gov/substance/46505431#section=Top,
Polythiazide,https://www.drugbank.ca/drugs/DB01324,http://www.genome.jp/dbget-bin/www_bget?dr:D00657,https://pubchem.ncbi.nlm.nih.gov/substance/46508633#section=Top,http://www.drugs.com/cons/polythiazide.html
Quinethazone,https://www.drugbank.ca/drugs/DB01325,http://www.genome.jp/dbget-bin/www_bget?dr:D00461,https://pubchem.ncbi.nlm.nih.gov/substance/46507280#section=Top,
Cefamandole,https://www.drugbank.ca/drugs/DB01326,http://www.genome.jp/dbget-bin/www_bget?dr:D02344,https://pubchem.ncbi.nlm.nih.gov/substance/46508882#section=Top,
Cefazolin,https://www.drugbank.ca/drugs/DB01327,http://www.genome.jp/dbget-bin/www_bget?dr:D02299,https://pubchem.ncbi.nlm.nih.gov/substance/46506123#section=Top,http://www.drugs.com/cdi/cefazolin.html
Cefonicid,https://www.drugbank.ca/drugs/DB01328,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505699#section=Top,
Cefoperazone,https://www.drugbank.ca/drugs/DB01329,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504543#section=Top,
Cefotetan,https://www.drugbank.ca/drugs/DB01330,http://www.genome.jp/dbget-bin/www_bget?dr:D00260,https://pubchem.ncbi.nlm.nih.gov/substance/46506572#section=Top,http://www.drugs.com/cdi/cefotetan.html
Cefoxitin,https://www.drugbank.ca/drugs/DB01331,http://www.genome.jp/dbget-bin/www_bget?dr:D02345,https://pubchem.ncbi.nlm.nih.gov/substance/46505845#section=Top,http://www.drugs.com/cdi/cefoxitin.html
Ceftizoxime,https://www.drugbank.ca/drugs/DB01332,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505647#section=Top,http://www.drugs.com/cdi/ceftizoxime.html
Cefradine,https://www.drugbank.ca/drugs/DB01333,http://www.genome.jp/dbget-bin/www_bget?dr:D00264,https://pubchem.ncbi.nlm.nih.gov/substance/46505082#section=Top,
Metocurine,https://www.drugbank.ca/drugs/DB01336,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508044#section=Top,
Pancuronium,https://www.drugbank.ca/drugs/DB01337,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506118#section=Top,
Pipecuronium,https://www.drugbank.ca/drugs/DB01338,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508493#section=Top,
Vecuronium,https://www.drugbank.ca/drugs/DB01339,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507656#section=Top,http://www.drugs.com/cdi/vecuronium.html
Cilazapril,https://www.drugbank.ca/drugs/DB01340,http://www.genome.jp/dbget-bin/www_bget?dr:D07699,https://pubchem.ncbi.nlm.nih.gov/substance/46505231#section=Top,http://www.drugs.com/international/cilazapril.html
Quinidine barbiturate,https://www.drugbank.ca/drugs/DB01346,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504552#section=Top,
Spirapril,https://www.drugbank.ca/drugs/DB01348,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506126#section=Top,
Tasosartan,https://www.drugbank.ca/drugs/DB01349,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504809#section=Top,
Amobarbital,https://www.drugbank.ca/drugs/DB01351,http://www.genome.jp/dbget-bin/www_bget?dr:D00555,https://pubchem.ncbi.nlm.nih.gov/substance/46508165#section=Top,
Aprobarbital,https://www.drugbank.ca/drugs/DB01352,http://www.genome.jp/dbget-bin/www_bget?dr:D00698,https://pubchem.ncbi.nlm.nih.gov/substance/46504558#section=Top,
Butethal,https://www.drugbank.ca/drugs/DB01353,http://www.genome.jp/dbget-bin/www_bget?dr:D02618,https://pubchem.ncbi.nlm.nih.gov/substance/46508397#section=Top,
Heptabarbital,https://www.drugbank.ca/drugs/DB01354,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508321#section=Top,
Hexobarbital,https://www.drugbank.ca/drugs/DB01355,http://www.genome.jp/dbget-bin/www_bget?dr:D01071,https://pubchem.ncbi.nlm.nih.gov/substance/46508777#section=Top,
Mestranol,https://www.drugbank.ca/drugs/DB01357,http://www.genome.jp/dbget-bin/www_bget?dr:D00575,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
